plantID,site,species,site-species,growthform,phenophase,year,estimate,doy1,doy2,doy-diff
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2016,111,106,111,5
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2016,137,134,137,3
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2016,144,144,153,9
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2016,144,141,153,12
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2016,160,160,174,14
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2016,277,270,277,7
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2016,326,319,326,7
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2017,118,114,118,4
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2017,138,135,138,3
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2017,140,138,142,4
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2017,142,142,156,14
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2017,142,142,156,14
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2017,163,156,163,7
NEON.PLA.D01.HARV.06544,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2017,317,311,317,6
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2014,106,104,106,2
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2014,120,118,122,4
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2014,125,122,125,3
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2014,127,127,129,2
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth end,2014,155,155,161,6
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2014,223,218,223,5
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2014,294,287,294,7
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2015,112,110,112,2
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2015,121,121,124,3
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2015,121,119,124,5
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2015,124,121,124,3
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth end,2015,135,135,138,3
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2015,225,222,225,3
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2015,299,293,299,6
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2016,83,82,83,1
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2016,108,106,111,5
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2016,111,106,111,5
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2016,113,113,116,3
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth end,2016,160,160,174,14
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2016,250,242,250,8
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2016,298,291,298,7
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2017,107,107,111,4
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2017,107,100,107,7
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2017,107,100,111,11
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2017,111,107,111,4
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth end,2017,142,142,156,14
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2017,205,201,205,4
NEON.PLA.D01.HARV.06545,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2017,298,289,298,9
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2014,125,122,125,3
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2014,147,147,155,8
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2014,240,237,240,3
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2014,309,301,309,8
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2015,124,121,124,3
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2015,128,126,128,2
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2015,135,135,138,3
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2015,140,140,142,2
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2015,154,154,161,7
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2015,239,236,239,3
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2015,314,306,314,8
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2016,111,106,111,5
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2016,132,130,132,2
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2016,144,144,153,9
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2016,144,141,153,12
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2016,160,160,174,14
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2016,264,256,264,8
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2016,319,312,319,7
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2017,118,114,118,4
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2017,132,128,132,4
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2017,142,142,156,14
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2017,142,142,156,14
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2017,142,138,156,18
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2017,163,156,163,7
NEON.PLA.D01.HARV.06547,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2017,317,311,317,6
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2014,113,111,113,2
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2014,122,120,122,2
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2014,123,122,125,3
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2014,125,125,127,2
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2014,251,247,251,4
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2014,294,287,294,7
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2015,112,110,112,2
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2015,121,121,124,3
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2015,121,119,124,5
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2015,124,121,124,3
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth end,2015,135,135,138,3
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2015,243,239,243,4
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2015,299,293,299,6
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2016,92,90,92,2
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2016,102,99,104,5
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2016,106,106,111,5
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2016,113,111,113,2
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth end,2016,160,160,174,14
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2016,207,200,207,7
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2016,298,291,298,7
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2017,107,107,111,4
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2017,107,100,107,7
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2017,107,100,111,11
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2017,118,114,118,4
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth end,2017,142,142,156,14
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2017,226,223,226,3
NEON.PLA.D01.HARV.06548,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2017,298,289,298,9
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2014,106,104,106,2
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2014,121,120,122,2
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2014,122,120,122,2
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2014,125,125,127,2
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2014,232,230,232,2
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2014,294,287,294,7
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2015,110,104,110,6
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2015,119,117,119,2
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2015,119,117,121,4
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2015,121,121,124,3
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth end,2015,140,140,142,2
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2015,225,222,225,3
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2015,306,299,306,7
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2016,85,83,85,2
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2016,96,96,97,1
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2016,106,106,111,5
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2016,111,106,111,5
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth end,2016,160,160,174,14
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2016,200,193,200,7
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2016,298,291,298,7
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2017,107,107,111,4
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2017,107,100,107,7
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2017,107,100,111,11
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2017,118,114,118,4
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth end,2017,142,142,156,14
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2017,156,142,156,14
NEON.PLA.D01.HARV.06549,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2017,298,289,298,9
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2014,125,122,125,3
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2014,155,155,161,6
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2014,232,230,232,2
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2014,317,309,317,8
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2015,126,124,126,2
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2015,128,126,128,2
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2015,133,131,135,4
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2015,138,138,140,2
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2015,154,154,161,7
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2015,260,257,260,3
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2015,314,306,314,8
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2016,111,106,111,5
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2016,134,132,134,2
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2016,140,139,141,2
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2016,141,141,144,3
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2016,160,160,174,14
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2016,270,264,270,6
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2016,326,319,326,7
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2017,118,114,118,4
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2017,132,128,132,4
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2017,135,132,138,6
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2017,142,142,156,14
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2017,142,142,156,14
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2017,178,163,178,15
NEON.PLA.D01.HARV.06550,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2017,325,317,325,8
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2014,120,118,120,2
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2014,147,147,155,8
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2014,240,237,240,3
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2014,317,309,317,8
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2015,126,124,126,2
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2015,131,128,131,3
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2015,133,133,135,2
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2015,133,131,135,4
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2015,140,140,142,2
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2015,257,254,257,3
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2015,314,306,314,8
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2016,116,113,116,3
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2016,139,137,139,2
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2016,144,144,153,9
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2016,144,141,153,12
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2016,160,160,174,14
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2016,277,270,277,7
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2016,326,319,326,7
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2017,118,114,118,4
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2017,138,135,138,3
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2017,138,138,142,4
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2017,138,135,142,7
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2017,142,142,156,14
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2017,205,201,205,4
NEON.PLA.D01.HARV.06551,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2017,317,311,317,6
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2014,129,127,129,2
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2014,155,155,161,6
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2014,230,226,230,4
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2014,322,317,322,5
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2015,126,124,126,2
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2015,140,140,142,2
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2015,264,260,264,4
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2015,321,314,321,7
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2016,116,113,116,3
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2016,160,160,174,14
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2016,277,270,277,7
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2016,326,319,326,7
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2017,121,118,121,3
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2017,142,142,156,14
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2017,226,223,226,3
NEON.PLA.D01.HARV.06552,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2017,331,325,331,6
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2014,125,122,125,3
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2014,147,147,155,8
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2014,232,230,232,2
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2014,317,309,317,8
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2015,124,121,124,3
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2015,128,126,128,2
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2015,133,131,135,4
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2015,138,138,140,2
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2015,154,154,161,7
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2015,236,232,236,4
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2015,314,306,314,8
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2016,111,106,111,5
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2016,130,127,130,3
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2016,142,141,144,3
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2016,144,144,153,9
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2016,160,160,174,14
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2016,270,264,270,6
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2016,326,319,326,7
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth start,2017,118,114,118,4
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,first flower,2017,121,118,121,3
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,peak flower,2017,135,132,138,6
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,last flower,2017,142,142,156,14
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,new growth end,2017,142,142,156,14
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,first color,2017,184,178,184,6
NEON.PLA.D01.HARV.06553,HARV,QURU,HARV-QURU,Deciduous broadleaf,leaves shed end,2017,317,311,317,6
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2014,106,104,106,2
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2014,121,120,122,2
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2014,122,120,122,2
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2014,122,122,125,3
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth end,2014,147,147,155,8
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2014,240,237,240,3
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2014,294,287,294,7
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first flower,2015,110,104,110,6
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,peak flower,2015,122,121,124,3
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,last flower,2015,124,124,126,2
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth start,2015,126,124,126,2
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,new growth end,2015,140,140,142,2
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,first color,2015,229,225,229,4
NEON.PLA.D01.HARV.06554,HARV,ACRU,HARV-ACRU,Deciduous broadleaf,leaves shed end,2015,299,293,299,6
