plantID,site,species,site-species,growthform,phenophase,year,estimate,doy1,doy2,doy-diff
NEON.PLA.D14.JORN.06051,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2016,146,146,153,7
NEON.PLA.D14.JORN.06051,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2016,216,209,216,7
NEON.PLA.D14.JORN.06051,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2016,244,244,252,8
NEON.PLA.D14.JORN.06051,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2016,279,271,279,8
NEON.PLA.D14.JORN.06051,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2016,334,328,334,6
NEON.PLA.D14.JORN.06051,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2017,89,80,89,9
NEON.PLA.D14.JORN.06051,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2017,117,108,117,9
NEON.PLA.D14.JORN.06051,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2017,122,117,122,5
NEON.PLA.D14.JORN.06051,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2017,201,201,212,11
NEON.PLA.D14.JORN.06051,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2017,201,194,212,18
NEON.PLA.D14.JORN.06051,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2017,250,250,262,12
NEON.PLA.D14.JORN.06051,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2017,354,347,354,7
NEON.PLA.D14.JORN.06052,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,new growth start,2016,167,160,167,7
NEON.PLA.D14.JORN.06053,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2016,153,146,153,7
NEON.PLA.D14.JORN.06053,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2016,252,252,257,5
NEON.PLA.D14.JORN.06053,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2016,265,257,265,8
NEON.PLA.D14.JORN.06053,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2016,268,265,271,6
NEON.PLA.D14.JORN.06053,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2016,271,271,279,8
NEON.PLA.D14.JORN.06053,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2016,322,308,322,14
NEON.PLA.D14.JORN.06053,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2017,68,60,68,8
NEON.PLA.D14.JORN.06053,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2017,165,159,165,6
NEON.PLA.D14.JORN.06053,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2017,165,159,173,14
NEON.PLA.D14.JORN.06053,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2017,262,262,269,7
NEON.PLA.D14.JORN.06053,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2017,278,278,283,5
NEON.PLA.D14.JORN.06053,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2017,278,262,278,16
NEON.PLA.D14.JORN.06054,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2016,131,131,132,1
NEON.PLA.D14.JORN.06054,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2016,131,125,131,6
NEON.PLA.D14.JORN.06054,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2016,132,132,146,14
NEON.PLA.D14.JORN.06054,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2016,132,131,146,15
NEON.PLA.D14.JORN.06055,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,new growth start,2016,167,160,167,7
NEON.PLA.D14.JORN.06056,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2016,102,102,111,9
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2016,131,131,132,1
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2016,131,125,131,6
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2016,131,131,132,1
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2016,132,132,146,14
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2016,279,271,279,8
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2016,342,334,342,8
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2017,89,80,89,9
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2017,117,108,117,9
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2017,119,117,122,5
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2017,122,117,122,5
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2017,122,122,137,15
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2017,250,250,262,12
NEON.PLA.D14.JORN.06057,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2017,354,347,354,7
NEON.PLA.D14.JORN.06058,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,new growth start,2016,131,125,131,6
NEON.PLA.D14.JORN.06058,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,first flower,2017,179,173,179,6
NEON.PLA.D14.JORN.06058,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,last flower,2017,179,179,188,9
NEON.PLA.D14.JORN.06058,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,peak flower,2017,179,173,188,15
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2016,131,131,132,1
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2016,131,131,132,1
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2016,131,125,131,6
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2016,131,125,132,7
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2016,279,271,279,8
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2016,342,334,342,8
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2017,89,80,89,9
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2017,117,108,117,9
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2017,119,117,122,5
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2017,122,117,122,5
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2017,122,122,131,9
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2017,250,250,262,12
NEON.PLA.D14.JORN.06061,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2017,362,354,362,8
NEON.PLA.D14.JORN.06062,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,new growth start,2016,131,125,131,6
NEON.PLA.D14.JORN.06063,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2016,216,209,216,7
NEON.PLA.D14.JORN.06063,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2016,223,223,230,7
NEON.PLA.D14.JORN.06063,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2016,271,265,271,6
NEON.PLA.D14.JORN.06063,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2016,271,271,279,8
NEON.PLA.D14.JORN.06063,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2016,271,265,279,14
NEON.PLA.D14.JORN.06063,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2016,322,308,322,14
NEON.PLA.D14.JORN.06063,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2017,75,68,75,7
NEON.PLA.D14.JORN.06063,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2017,165,159,165,6
NEON.PLA.D14.JORN.06063,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2017,165,159,173,14
NEON.PLA.D14.JORN.06063,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2017,250,250,262,12
NEON.PLA.D14.JORN.06063,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2017,262,250,262,12
NEON.PLA.D14.JORN.06063,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2017,326,326,333,7
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2016,131,125,131,6
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2016,139,132,146,14
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2016,181,174,181,7
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2016,244,244,252,8
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2016,244,244,252,8
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2016,279,271,279,8
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2016,342,334,342,8
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2017,101,94,101,7
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2017,117,108,117,9
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2017,122,117,122,5
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2017,159,151,165,14
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2017,165,165,173,8
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2017,250,250,262,12
NEON.PLA.D14.JORN.06064,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2017,333,326,333,7
NEON.PLA.D14.JORN.06066,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2016,209,202,209,7
NEON.PLA.D14.JORN.06066,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2016,216,216,223,7
NEON.PLA.D14.JORN.06066,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2016,265,265,271,6
NEON.PLA.D14.JORN.06066,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2016,265,257,265,8
NEON.PLA.D14.JORN.06066,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2016,265,257,271,14
NEON.PLA.D14.JORN.06066,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2016,322,308,322,14
NEON.PLA.D14.JORN.06066,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2017,75,68,75,7
NEON.PLA.D14.JORN.06066,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2017,250,243,250,7
NEON.PLA.D14.JORN.06066,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2017,250,250,262,12
NEON.PLA.D14.JORN.06066,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2017,250,250,262,12
NEON.PLA.D14.JORN.06066,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2017,250,243,262,19
NEON.PLA.D14.JORN.06066,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2017,340,333,340,7
NEON.PLA.D14.JORN.06068,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2016,131,131,132,1
NEON.PLA.D14.JORN.06068,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2016,131,125,131,6
NEON.PLA.D14.JORN.06068,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2016,131,131,132,1
NEON.PLA.D14.JORN.06068,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2016,146,146,153,7
NEON.PLA.D14.JORN.06070,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2016,181,181,188,7
NEON.PLA.D14.JORN.06070,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2016,265,257,265,8
NEON.PLA.D14.JORN.06070,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2016,265,257,271,14
NEON.PLA.D14.JORN.06070,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2016,271,271,279,8
NEON.PLA.D14.JORN.06070,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2016,322,308,322,14
NEON.PLA.D14.JORN.06070,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2017,75,68,75,7
NEON.PLA.D14.JORN.06070,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2017,250,243,250,7
NEON.PLA.D14.JORN.06070,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2017,250,250,262,12
NEON.PLA.D14.JORN.06070,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2017,250,250,262,12
NEON.PLA.D14.JORN.06070,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2017,250,243,262,19
NEON.PLA.D14.JORN.06070,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2017,283,278,283,5
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2016,131,125,131,6
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2016,132,132,146,14
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2016,132,131,146,15
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2016,230,223,230,7
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2016,252,252,257,5
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2016,271,265,271,6
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2016,342,334,342,8
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2017,89,80,89,9
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2017,117,108,117,9
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2017,122,117,122,5
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2017,194,194,201,7
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2017,194,188,201,13
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2017,250,250,262,12
NEON.PLA.D14.JORN.06071,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2017,354,347,354,7
NEON.PLA.D14.JORN.06072,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,new growth start,2016,252,244,252,8
NEON.PLA.D14.JORN.06073,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2016,125,111,125,14
NEON.PLA.D14.JORN.06073,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2016,223,223,230,7
NEON.PLA.D14.JORN.06073,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2016,265,257,265,8
NEON.PLA.D14.JORN.06073,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2016,271,271,279,8
NEON.PLA.D14.JORN.06073,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2016,271,265,279,14
NEON.PLA.D14.JORN.06073,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2016,322,308,322,14
NEON.PLA.D14.JORN.06073,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2017,75,68,75,7
NEON.PLA.D14.JORN.06073,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2017,250,243,250,7
NEON.PLA.D14.JORN.06073,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2017,250,250,262,12
NEON.PLA.D14.JORN.06073,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2017,250,243,262,19
NEON.PLA.D14.JORN.06073,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2017,312,312,319,7
NEON.PLA.D14.JORN.06073,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2017,340,333,340,7
NEON.PLA.D14.JORN.06074,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,first flower,2017,165,159,165,6
NEON.PLA.D14.JORN.06074,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,peak flower,2017,173,165,179,14
NEON.PLA.D14.JORN.06074,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,last flower,2017,179,179,188,9
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2016,125,111,125,14
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2016,131,125,131,6
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2016,132,131,146,15
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2016,146,146,153,7
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2016,252,252,257,5
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2016,265,257,265,8
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2016,342,334,342,8
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2017,89,80,89,9
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2017,117,108,117,9
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2017,122,117,122,5
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2017,201,201,212,11
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2017,201,194,212,18
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2017,271,271,278,7
NEON.PLA.D14.JORN.06075,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2017,354,347,354,7
NEON.PLA.D14.JORN.06076,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,new growth start,2016,131,125,131,6
NEON.PLA.D14.JORN.06078,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,new growth start,2016,131,125,131,6
NEON.PLA.D14.JORN.06079,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2016,125,111,125,14
NEON.PLA.D14.JORN.06079,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2016,131,131,132,1
NEON.PLA.D14.JORN.06079,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2016,131,125,132,7
NEON.PLA.D14.JORN.06079,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2016,146,146,153,7
NEON.PLA.D14.JORN.06080,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,new growth start,2016,131,125,131,6
NEON.PLA.D14.JORN.06080,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,first flower,2017,151,143,151,8
NEON.PLA.D14.JORN.06080,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,peak flower,2017,162,159,165,6
NEON.PLA.D14.JORN.06080,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,last flower,2017,165,165,173,8
NEON.PLA.D14.JORN.06081,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2016,216,209,216,7
NEON.PLA.D14.JORN.06081,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2016,223,223,230,7
NEON.PLA.D14.JORN.06081,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2016,265,257,265,8
NEON.PLA.D14.JORN.06081,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2016,265,257,271,14
NEON.PLA.D14.JORN.06081,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2016,271,271,279,8
NEON.PLA.D14.JORN.06081,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2016,322,308,322,14
NEON.PLA.D14.JORN.06081,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2017,68,60,68,8
NEON.PLA.D14.JORN.06081,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2017,326,326,333,7
NEON.PLA.D14.JORN.06081,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2017,340,333,340,7
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2016,125,111,125,14
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2016,131,125,132,7
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2016,132,132,146,14
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2016,223,216,223,7
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2016,244,244,252,8
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2016,271,265,271,6
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2016,349,342,349,7
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2017,89,80,89,9
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2017,117,108,117,9
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2017,122,117,122,5
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2017,213,212,215,3
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2017,215,215,222,7
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2017,271,271,278,7
NEON.PLA.D14.JORN.06082,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2017,362,354,362,8
NEON.PLA.D14.JORN.06084,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2016,153,146,153,7
NEON.PLA.D14.JORN.06084,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2016,223,223,230,7
NEON.PLA.D14.JORN.06084,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2016,265,257,265,8
NEON.PLA.D14.JORN.06084,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2016,265,257,271,14
NEON.PLA.D14.JORN.06084,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2016,271,271,279,8
NEON.PLA.D14.JORN.06084,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2016,322,308,322,14
NEON.PLA.D14.JORN.06084,JORN,BOER4,JORN-BOER4,Graminoid,new growth start,2017,68,60,68,8
NEON.PLA.D14.JORN.06084,JORN,BOER4,JORN-BOER4,Graminoid,first flower,2017,250,243,250,7
NEON.PLA.D14.JORN.06084,JORN,BOER4,JORN-BOER4,Graminoid,last flower,2017,250,250,262,12
NEON.PLA.D14.JORN.06084,JORN,BOER4,JORN-BOER4,Graminoid,peak flower,2017,250,243,262,19
NEON.PLA.D14.JORN.06084,JORN,BOER4,JORN-BOER4,Graminoid,new growth end,2017,312,312,319,7
NEON.PLA.D14.JORN.06084,JORN,BOER4,JORN-BOER4,Graminoid,leaves shed end,2017,326,319,326,7
NEON.PLA.D14.JORN.06085,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,new growth start,2016,146,132,146,14
NEON.PLA.D14.JORN.06085,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,first flower,2017,159,151,159,8
NEON.PLA.D14.JORN.06085,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,peak flower,2017,165,159,173,14
NEON.PLA.D14.JORN.06085,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,last flower,2017,173,173,179,6
NEON.PLA.D14.JORN.06086,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2016,125,111,125,14
NEON.PLA.D14.JORN.06086,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2016,131,131,132,1
NEON.PLA.D14.JORN.06086,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first flower,2016,131,125,131,6
NEON.PLA.D14.JORN.06086,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,peak flower,2016,131,131,132,1
NEON.PLA.D14.JORN.06086,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,last flower,2016,146,146,153,7
NEON.PLA.D14.JORN.06086,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2016,271,265,271,6
NEON.PLA.D14.JORN.06086,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2016,342,334,342,8
NEON.PLA.D14.JORN.06086,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth start,2017,101,94,101,7
NEON.PLA.D14.JORN.06086,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,first color,2017,122,117,122,5
NEON.PLA.D14.JORN.06086,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,new growth end,2017,250,250,262,12
NEON.PLA.D14.JORN.06086,JORN,PRGL2,JORN-PRGL2,Drought deciduous broadleaf,leaves shed end,2017,347,340,347,7
NEON.PLA.D14.JORN.06087,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,new growth start,2016,131,125,131,6
NEON.PLA.D14.JORN.06087,JORN,YUEL,JORN-YUEL,Evergreen broadleaf,first flower,2017,165,159,165,6
